



PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
11756;"Centro Municipal de Mayores 'El Pozo'";"";" Lunes a viernes: de 08:30 a 21:00 horas  Fines de semana y festivos: de 10:00 a 20:00 horas  Las actividades que se desarrollan están sujetas a diferentes horarios según la programación del centro ";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Podología   Voluntariado      Talleres manuales      Pintura en tela   Marquetería     Otros         Talleres culturales      Alfabetización   Informática     Cultura general         Talleres de ejercicio físico      Gimnasia   Baile / sevillanas     Taichí        Actividades de turismo      Excursiones quincenales   Excursiones diarias     Excursiones semanales         Actividades culturales      Jornadas / conferencias   Visitas a museos, exposiciones     Otras         Actividades de Ocio      Baile   Comidas     Fiestas         Zona Wifi ";"Bus: 24, 102";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=205f66051361c010VgnVCM1000000b205a0aRCRD";"GLORIETAS";"AVENIDA";"NUM";"19";"";"";"";"";"MADRID";"MADRID";"28053";"ENTREVIAS";"PUENTE DE VALLECAS";"444059";"4469640";"40.3735856436473";"-3.6602546064905397";"917 866 374";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
11709;"Centro Municipal de Mayores 'Entrevías'";"";" Lunes a viernes: de 08:30 a 21:00 horas 
 Fines de semana y festivos: de 10:00 a 20:00 horas 
 Las actividades que se desarrollan están sujetas a diferentes horarios según la programación del centro ";" 
 
 
  Servicios  
 
 
  Animación sociocultural 
  Peluquería 
 
 
  Cafetería 
  Biblioteca 
 
 
  Comedor 
  Voluntariado 
 
 
   Talleres manuales  
 
 
  Pintura al óleo 
  Marquetería 
 
 
  Corte y confección 
  Otros 
 
 
   Talleres culturales  
 
 
  Alfabetización 
  Literatura 
 
 
  Cultura general 
  Teatro 
 
 
  Informática 
  Otros 
 
 
   Talleres de ejercicio físico  
 
 
  Baile de salón 
  Gimnasia 
 
 
  Baile / sevillanas 
   
 
 
  Actividades de turismo  
 
 
  Excursiones quincenales 
  Excursiones diarias 
 
 
  Excursiones semanales 
   
 
 
   Actividades culturales  
 
 
  Jornadas / conferencias 
  Visitas a museos, exposiciones 
 
 
   Actividades de ocio  
 
 
  Baile 
  Comidas 
 
 
  Fiestas 
   
 
 
 
 Zona wifi ";" Bus: 102, 103 ";"  Requisitos para ser socio:  
 Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=767f66051361c010VgnVCM1000000b205a0aRCRD";"YUSTE";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28053";"ENTREVIAS";"PUENTE DE VALLECAS";"443295";"4469960";"40.37641666740886";"-3.6692821142332264";"915 079 272  / 
915 073 200";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
11691;"Centro Municipal de Mayores 'Evangelios'";"";"Lunes a domingo: de 10 a 21 horas";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Voluntariado     Podología         Talleres manuales      Manualidades   Marquetería     Pintura al óleo   Bisutería     Pintura en tela   Otros      Talleres culturales      Alfabetización         Talleres de ejercicio físico      Taichí  Caminar / senderismo     Actividades de turismo      Excursiones diarias         Actividades culturales      Jornadas / conferencias  Visitas a museos, exposiciones              Actividades de ocio      Fiestas        ";" Metro: Usera  Bus: 6, 78 ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cc9f66051361c010VgnVCM1000000b205a0aRCRD";"EVANGELIOS";"CALLE";"V";"42";"";"";"";"";"MADRID";"MADRID";"28026";"ALMENDRALES";"USERA";"440548";"4470741";"40.38326053426737";"-3.7017125914365745";"914 765 011";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
39260;"Centro Municipal de Mayores 'Francisco de Goya'";"";" Lunes a domingo: de 9 a 21 horas ";" 
 
 
  Servicios  
 
 
  Podología 
  Peluquería 
 
 
  Cafetería 
  Comedor 
 
 
  Animación socio-cultural 
   
 
 
   Talleres manuales  
 
 
  Manualidades 
  Marquetería 
 
 
  Pintura 
  Terapia ocupacional 
 
 
  Rincón creativo 
  Ganchillo 
 
 
   Talleres Culturales  
 
 
  Cultura general 
  Memoria 
 
 
  Guitarra 
  Risoterapia 
 
 
  Castañuelas 
  Historia y arte de Madrid 
 
 
  Informática 
   
 
 
   Talleres de ejercicio físico  
 
 
 Gimnasia 
  Sevillanas 
 
 
 Yoga 
  Bailes de salón 
 
 
 ";" Bus: 35 ";"  Requisitos para ser socio:  
 Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7944598d1351c010VgnVCM1000000b205a0aRCRD";"ALFREDO ALEIX";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28044";"BUENAVISTA";"CARABANCHEL";"436135";"4469168";"40.36876311318587";"-3.753541084504587";"915 081 321";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
110017;"Centro Municipal de Mayores 'Ginzo de Limia'";"";" Lunes a viernes: de 9 a 21 horas   Fines de semana: de 10 a 14 horas y de 16 a 21 horas ";"      Servicios      Animación sociocultural   Voluntariado     Cafetería   Biblioteca     Comedor         Talleres manuales      Manualidades   Ganchillo     Pintura al óleo         Talleres culturales      Cultura general   Informática     Inglés   Otros     Historia         Talleres de ejercicio físico      Gimnasia   Salud y cuidados personales     Taichí   Relajación     Baile de salón   Memoria     Actividades de turismo      Excursiones mensuales de un día         Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Comidas de convivencia        ";" Metro: Herrera Oria  Bus: 49, 83, 128, 132, 134 ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e89515a11a81c010VgnVCM1000000b205a0aRCRD";"GINZO DE LIMIA";"CALLE";"NUM";"66";"";"";"";"C/V C/ VALENCIA DE DON JUAN";"MADRID";"MADRID";"28034";"LA PAZ";"FUENCARRAL-EL PARDO";"440169";"4481973";"40.484416140559205";"-3.7072366927325247";"917 310 290";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
25871;"Centro Municipal de Mayores 'Huerta de la Salud'";"";" Lunes a viernes: De 9 a 14 y de 16 a 20.30 h.  Sábados, domingos y festivos: De 10 a 14 y de 16 a 20.30 h. ";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Fisioterapia preventiva     Podología   Voluntariado      Talleres manuales      Manualidades         Talleres culturales      Alfabetización         Talleres de ejercicio físico      Gimnasia   Terapia ocupacional     Baile de salón        Actividades de turismo      Excursiones quincenales         Actividades culturales      Jornadas / conferencias   Visitas a museos, exposiciones      Actividades de ocio      Baile   Fiestas     ";" Metro: Parque de Santa María, San Lorenzo  Bus: 9, 72 ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ea02e35bba51c010VgnVCM2000000c205a0aRCRD";"MAR DE LAS ANTILLAS";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28033";"PINAR DEL REY";"HORTALEZA";"445295";"4480968";"40.47571688103069";"-3.64667257750353";"913 821 801";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
87027;"Centro Municipal de Mayores 'Infante Don Juan'";"";" Lunes a viernes: de 9 a 20 horas 
 Fines de semana y festivos: de 9 a 19:45 horas ";" 
 
 
  Servicios  
 
 
  Animación sociocultural 
  Peluquería 
 
 
  Cafetería 
  Podología 
 
 
  Comedor 
   
 
 
   Talleres manuales  
 
 
  Manualidades 
  Dibujo 
 
 
   Talleres culturales  
 
 
  Inglés 
  Informática 
 
 
  Literario 
   
 
 
   Talleres de ejercicio físico  
 
 
  Terapia ocupacional 
  Baile de salón 
 
 
  Taichí 
  Mantenimiento cognitivo 
 
 
  Fisioterapia preventiva 
  Risoterapia 
 
 
  Actividades de Turismo  
 
 
  Excursiones 
   
 
 
   Actividades culturales  
 
 
  Jornadas / conferencias 
  Visitas a museos, exposiciones 
 
 
   Actividades de ocio  
 
 
  Baile 
  Comidas 
 
 
  Fiestas 
   
 
 
 
 Zona wifi ";" Metro: Moncloa (Intercambiador) 
 Bus: 74, 21 ";"  Requisitos para ser socio:  
 Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"1";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=939fdef5ab41c010VgnVCM2000000c205a0aRCRD";"MORET";"PASEO";"V";"3";"";"";"";"";"MADRID";"MADRID";"28008";"ARGUELLES";"MONCLOA-ARAVACA";"438981";"4476413";"40.43424297757217";"-3.7207172544795784";"912 192 517";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
176580;"Centro Municipal de Mayores 'Isaac Rabin'";"";"Lunes a domingo: de 10 a 21 horas";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Fisioterapia preventiva     Podología         Talleres manuales      Manualidades   Alfombras     Pintura al óleo   Tapices     Pintura en tela   Taraceado     Ganchillo   Marquetería     Macramé         Talleres culturales      Alfabetización   Comunicación     Ortografía   Literatura     Cultura general   Karaoke     Animación a la lectura   Informática     Inglés   Francés      Talleres de ejercicio físico      Gimnasia   Toma de tensión arterial     Taichí   Memoria     Yoga   Terapia ocupacional     Baile / sevillanas   Baile de salón     Actividades de turismo      Excursiones quincenales   Excursiones de un día     Excursiones semanales         Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Baile   Invitaciones a socios     Fiestas   Semana del mayor     ";" Metro: Artilleros  Bus: 8, 71, 100, 113 ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8cb47a7e0a61c010VgnVCM1000000b205a0aRCRD";"MORATALAZ";"AVENIDA";"V";"152";"";"";"";"";"MADRID";"MADRID";"28030";"VINATEROS";"MORATALAZ";"445189";"4473346";"40.40706442879019";"-3.6473349889808775";"913 286 109";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
122352;"Centro Municipal de Mayores 'Islas Filipinas'";"";"Lunes a domingo: de 9 a 21 horas ";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Voluntariado     Podología         Talleres manuales      Manualidades   Encaje de bolillos     Pintura al óleo   Dibujo     Corte y confección   Marquetería     Otros         Talleres Culturales      Alfabetización   Teatro     Comunicación   Otros      Talleres de ejercicio físico      Gimnasia   Salud y cuidados personales     Taichí   Relajación     Yoga   Baile de salón     Baile / sevillanas        Actividades de turismo      Excursiones trimestrales         Actividades culturales      Jornadas / conferencias   Otras     Visitas a museos, exposiciones         Actividades de Ocio      Baile   Otras      Otras Actividades      Expresión corporal   Memoria     Juegos de atención   Falso esmalte y cristal     Encuadernación   Ganchillo y macramé     Zona wifi";" Bus: 110, 113, 210  Metro: La Elipa ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d34e8899fc81c010VgnVCM1000000b205a0aRCRD";"NUESTRA SEÑORA DEL VILLAR";"CALLE";"NUM";"6";"";"";"";"C/V C/ JOSE LUIS ARRESE";"MADRID";"MADRID";"28017";"VENTAS";"CIUDAD LINEAL";"444814";"4475167";"40.42342659084215";"-3.651841641389484";"91 405 72 22";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
11695;"Centro Municipal de Mayores 'Islas Jarvi'";"";" Lunes a viernes: de 9 a 21 horas  
 Fines de semana: de 10 a 14 horas y de 16 a 21 horas ";" 
 
 
  Servicios  
 
 
  Animación sociocultural 
  Peluquería 
 
 
  Cafetería 
  Biblioteca 
 
 
  Podología 
  Voluntariado 
 
 
   Talleres manuales  
 
 
  Pintura al óleo 
   
 
 
   Talleres culturales  
 
 
  Música 
  Literatura 
 
 
   Talleres de ejercicio físico  
 
 
  Gimnasia 
  Salud y cuidados personales 
 
 
  Baile de salón 
  Relajación 
 
 
  Baile / sevillanas 
  Taichí 
 
 
  Yoga 
  Otros 
 
 
  Actividades de turismo  
 
 
  Excursiones mensuales de un día 
   
 
 
   Actividades culturales  
 
 
  Jornadas / conferencias 
  Otros 
 
 
  Visitas a museos, exposiciones 
   
 
 
   Actividades de ocio  
 
 
  Baile 
  Comidas de convivencia 
 
 
  Fiestas 
   
 
 
 ";" Bus: 66, 124 ";"  Requisitos para ser socio:  
 Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=69ef66051361c010VgnVCM1000000b205a0aRCRD";"ISLAS JARVI";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28034";"VALVERDE";"FUENCARRAL-EL PARDO";"441835";"4482823";"40.49219188133891";"-3.6876592732694435";"915 883 467";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
11762;"Centro Municipal de Mayores 'José Manuel Bringas'";"";" Lunes a domingo: de 10 a 21 horas ";" 
 
 
  Servicios  
 
 
  Animación sociocultural 
  Peluquería 
 
 
  Cafetería 
  Biblioteca 
 
 
  Comedor 
  Fisioterapia preventiva 
 
 
  Podología 
  Voluntariado 
 
 
   Talleres manuales  
 
 
  Manualidades 
  Alfombras 
 
 
  Pintura al óleo 
  Labores 
 
 
  Pintura en tela 
  Marquetería 
 
 
  Bisutería 
  Otros 
 
 
   Talleres culturales  
 
 
  Teatro 
  Cultura general 
 
 
  Otros 
   
 
 
   Talleres de ejercicio físico  
 
 
  Taichí 
  Caminar / senderismo 
 
 
  Baile / sevillanas 
   
 
 
  Actividades de turismo  
 
 
  Excursiones de un día 
   
 
 
   Actividades culturales  
 
 
  Jornadas / conferencias 
  Visitas a museos, exposiciones 
 
 
   Actividades de ocio  
 
 
  Baile 
  Fiestas 
 
 
 ";" Bus: 6, 60, 78, 81, 116 
 Renfe: Orcasitas ";"  Requisitos para ser socio:  
 Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bf0066051361c010VgnVCM1000000b205a0aRCRD";"CAMINO VIEJO DE VILLAVERDE";"CALLE";"V";"26";"";"";"";"";"MADRID";"MADRID";"28041";"ORCASITAS";"USERA";"439754";"4469292";"40.37015005076594";"-3.710928981434576";"913 418 417";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
11725;"Centro Municipal de Mayores 'José Ortuño Ponce'";"";"Lunes a domingo: de 10 a 21 horas";"      Servicios      Animación sociocultural   Voluntariado     Cafetería   Biblioteca     Comedor   Fisioterapia preventiva     Podología   Espacio de mujeres     Terapia ocupacional          Talleres manuales      Dibujo   Marquetería     Pintura al óleo   Costura     Corte y confección   Reciclaje de cápsulas     Cuerda de rafia y esparto   Castañuelas       Talleres culturales      Alfabetización   Informática     Rondalla   Debate cultural     Coro rociero   Solfeo     Rummy         Talleres de ejercicio físico      Gimnasia   Terapia ocupacional     Sevillanas   Taichi     Baile de salón   Caminatas     Baile latino   Flamenco      Actividades de turismo      Excursiones quincenales   Excursiones semanales      Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Baile   Comidas     Fiestas   Otras     ";"Bus: 22, 86";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=063066051361c010VgnVCM1000000b205a0aRCRD";"JOSE ORTUÑO PONCE";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28021";"SAN ANDRES";"VILLAVERDE";"440204";"4466590";"40.34584138351219";"-3.705375122659399";"917 974 311";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
11741;"Centro Municipal de Mayores 'La Guindalera'";"";" De lunes a viernes de 9 a 21 horas.  Fines de semana y festivos de 10 a 14 horas y de 16 a 21 horas. ";"      Servicios      Animación sociocultural   Podología     Cafetería   Fisioterapia preventiva     Comedor   Voluntariado      Talleres manuales      Manualidades   Variedades     Pintura al óleo   Labores     Pintura en tela   Marquetería     Corte y confección   Otros      Talleres culturales      Alfabetización   Literatura     Ortografía   Teatro     Cultura general   Música coral     Comunicación   Rondalla     Inglés   Informática     Francés   Otros     Historia         Talleres de ejercicio físico      Yoga   Salud y cuidados personales     Baile / sevillanas   Relajación     Baile de salón  Otros     Actividades de turismo      Excursiones quincenales         Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Comidas   Otras     Fiestas         Zona wifi ";" Metro: Diego de León  Bus: 48 ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=373b79262ef5d010VgnVCM1000000b205a0aRCRD";"PILAR DE ZARAGOZA";"CALLE";"V";"28";"";"";"";"";"MADRID";"MADRID";"28028";"GUINDALERA";"SALAMANCA";"443357";"4476296";"40.43349910050292";"-3.6691167784691703";"917 130 701";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
112266;"Centro Municipal de Mayores 'La Platanera'";"";" Lunes a viernes: de 09:00 a 21:00 horas  Fines de semana: de 10:00 a 20:30 horas ";"      Servicios      Animación sociocultural   Comedor     Cafetería   Podología     Voluntariado   Biblioteca      Talleres manuales      Pintura en tela   Encaje de bolillos     Pintura al óleo   Marquetería     Punto de cruz   Ganchillo     Electricidad   Manualidades      Talleres culturales      Lectoescritura   Informática     Música   Terapia ocupacional      Talleres de ejercicio físico      Gimnasia   Sevillanas     Taichí   Senderismo     Baile en línea   Petanca     Actividades de turismo      Excursiones quincenales   Excursiones semanales      Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Baile   Comidas     Fiestas        ";" Bus: 85, 123  Renfe: Villaverde Bajo ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3fb515a11a81c010VgnVCM1000000b205a0aRCRD";"CONCEPCION DE LA OLIVA";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28021";"BUTARQUE";"VILLAVERDE";"442083";"4467479";"40.35399185573694";"-3.683332897116148";"917 109 295";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
11693;"Centro Municipal de Mayores 'La Remonta'";"";" De lunes a domingo: de 10 a 21 horas ";" 
 
 
  Servicios  
 
 
  Animación sociocultural 
  Peluquería 
 
 
  Cafetería 
  Voluntariado 
 
 
  Comedor 
  Fisioterapia preventiva 
 
 
  Podología 
   
 
 
   Talleres manuales  
 
 
  Manualidades 
  Cerámica 
 
 
  Pintura al óleo 
  Corte y confección 
 
 
  Dibujo 
  Otros 
 
 
   Talleres culturales  
 
 
  Alfabetización 
  Informática 
 
 
  Historia 
  Rondalla 
 
 
  Cultura general 
  Música coral 
 
 
  Teatro 
  Otros 
 
 
   Talleres de ejercicio físico  
 
 
  Gimnasia 
  Baile / sevillanas 
 
 
  Taichí 
  Baile de salón 
 
 
  Yoga 
  Otros 
 
 
  Actividades de turismo  
 
 
  Excursiones quincenales 
   
 
 
   Actividades culturales  
 
 
  Jornadas / conferencias 
  Visitas a museos, exposiciones 
 
 
   Actividades de ocio  
 
 
  Baile 
  Comidas 
 
 
  Fiestas 
   
 
 
 ";" Metro: Valdeacederas 
 Bus: 49, 124, 64 ";"  Requisitos para ser socio:  
 Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5c5066051361c010VgnVCM1000000b205a0aRCRD";"REMONTA";"PLAZA";"V";"13";"";"";"";"";"MADRID";"MADRID";"28039";"VALDEACEDERAS";"TETUAN";"440957";"4479642";"40.46347409320876";"-3.6977224398740214";"914 250 562";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
11742;"Centro Municipal de Mayores 'La Vaguada'";"";" Lunes a viernes: de 9 a 21 horas   Fines de semana: de 10 a 14 horas y de 16 a 21 horas ";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Voluntariado     Podología         Talleres manuales      Manualidades   Corte y confección     Pintura al óleo   Marquetería     Pintura en tela   Otros     Dibujo         Talleres culturales      Alfabetización   Informática     Historia   Teatro     Cultura general   Música coral     Francés   Otros     Inglés         Talleres de ejercicio físico      Gimnasia   Salud y cuidados personales     Taichí   Relajación     Yoga   Memoria     Baile / sevillanas   Ejercicio al aire libre     Baile de salón        Actividades de turismo      Excursiones mensuales de un día         Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Baile   Comidas     Fiestas        Zona wifi";" Metro: Barrio del Pilar  Bus: 42, 49, 83, 128, 132, 134, 147 ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a28066051361c010VgnVCM1000000b205a0aRCRD";"MONFORTE DE LEMOS";"AVENIDA";"V";"38";"";"";"";"";"MADRID";"MADRID";"28029";"EL PILAR";"FUENCARRAL-EL PARDO";"439977";"4481329";"40.47860087334554";"-3.7094408342979954";"915 885 184";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
133983;"Centro Municipal de Mayores 'Leñeros'";"";"Lunes a domingo: de 10 a 21 horas";"      Servicios      Animación sociocultural   Voluntariado     Cafetería   Biblioteca     Comedor   Fisioterapia preventiva     Podología         Talleres manuales      Manualidades   Corte y confección     Pintura al óleo         Talleres culturales      Cultura general   Informática     Inglés   Teatro     Historia   Otros      Talleres de ejercicio físico      Gimnasia   Baile / sevillanas     Taichí   Baile de salón     Yoga   Otros      Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Baile   Comidas     Fiestas        Zona wifi";"Bus: 44, 128";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=85e515a11a81c010VgnVCM1000000b205a0aRCRD";"LEÑEROS";"CALLE";"V";"25";"";"";"";"";"MADRID";"MADRID";"28039";"BELLAS VISTAS";"TETUAN";"439961";"4478605";"40.45406088024461";"-3.7093713617566357";"913 119 228";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
4804908;"Centro Municipal de Mayores 'Loyola de Palacio'";"";" Luunes a viernes: de 9 a 14 y de 16 a 20,30 horas  Sábados: de 10 a 14 y de 16 a 20,30 horas ";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Voluntariado     Podología         Talleres manuales      Manualidades   Corte y confección     Pintura al óleo   Bisutería     Pintura en tela   Cestería     Dibujo   Otros      Talleres culturales      Cultura general   Otros      Talleres de ejercicio físico      Gimnasia   Baile de salón     Taichí   Caminar / senderismo     Baile / sevillanas   Otros     Actividades de turismo      Excursiones mensuales de un día                 Actividades culturales      Jornadas / conferencias   Visitas a museos, exposiciones              Actividades de ocio      Baile   Fiestas     ";" Metro:  San Fermín  Bus: 123, 78  ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=98860e22fda18110VgnVCM1000000b205a0aRCRD";"SILVINA";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28041";"SAN FERMIN";"USERA";"441386";"4468853";"40.36631185725801";"-3.6916666866352674";"915 002 228";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
