



PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
185322;"Centro Municipal de Mayores 'Benito Martín Lozano'";"";" Lunes a viernes: de 9:30 a 20:30 horas 
 Sábados, Domingos y Festivos: de 10 a 20 horas ";" 
 
 
  Servicios  
 
 
  Animación sociocultural 
  Voluntariado 
 
 
  Cafetería 
  Biblioteca 
 
 
  Comedor 
  Fisioterapia preventiva 
 
 
  Podología 
   
 
 
   Talleres manuales  
 
 
  Manualidades 
  Alfombras 
 
 
  Pintura al óleo 
  Labores 
 
 
  Pintura en tela 
  Disfraces 
 
 
  Dibujo 
  Bisutería 
 
 
  Punto de cruz 
  Cestería 
 
 
   Talleres culturales  
 
 
  Alfabetización 
  Informática 
 
 
  Inglés 
  Teatro 
 
 
  Cultura general 
  Música coral 
 
 
  Comunicación 
   
 
 
   Talleres de ejercicio físico  
 
 
  Gimnasia 
  Caminar / senderismo 
 
 
  Taichí 
  Relajación 
 
 
  Yoga 
  Terapia ocupacional 
 
 
  Baile / sevillanas 
   
 
 
  Actividades de turismo  
 
 
  Excursiones quincenales 
   
 
 
   Actividades culturales  
 
 
  Jornadas / conferencias 
  Visitas a museos, exposiciones 
 
 
   Actividades de ocio  
 
 
  Baile 
  Comidas 
 
 
  Fiestas 
   
 
 
   Otras actividades  
 
 
  Grupos de estimulación cognitiva 
  Actividades intergeneracionales 
 
 
  Grupos de memoria 
  Semana de mayores 
 
 
  Ejercicios en piscina en época estival 
  Grupos de encuentro con otros colectivos 
 
 
 ";" Metro: Chueca, Tribunal 
 Bus: 3 ";"  Requisitos para ser socio:  
 Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=451fad69b8e5d010VgnVCM2000000c205a0aRCRD";"SANTA BRIGIDA";"CALLE";"V";"12";"";"";"";"";"MADRID";"MADRID";"28004";"JUSTICIA";"CENTRO";"440795";"4475305";"40.42439295168019";"-3.699228154363585";"915 229 329        
915 228 566";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
76080;"Centro Municipal de Mayores 'Blasco de Garay'";"";"Lunes a domingo: de 10 a 21 horas";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Podología   Voluntariado      Talleres manuales      Manualidades   Corte y confección     Dibujo   Labores     Pintura en tela   Otros      Talleres culturales      Cultura general   Literatura     Inglés   Teatro     Francés   Música coral     Rondalla   Informática     Otros         Talleres de ejercicio físico      Gimnasia   Salud y cuidados personales     Taichí   Baile / sevillanas     Yoga   Baile de salón     Actividades de turismo      Excursiones quincenales         Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Baile   Comidas     Fiestas   Otras     Zona wifi";"Bus: 2, 12, 16, 61, 202";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=aa4268540e41c010VgnVCM2000000c205a0aRCRD";"BLASCO DE GARAY";"CALLE";"V";"40";"";"";"";"";"MADRID";"MADRID";"28015";"ARAPILES";"CHAMBERI";"439767";"4476362";"40.433840945976456";"-3.711446072668338";"914 488 458        
914 487 530";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
11715;"Centro Municipal de Mayores 'Bucaramanga'";"";" Lunes a viernes: De 9 a 14 y de 16 a 20.30 h.  Sábados: De 10 a 14 y de 16 a 20.30 h.  Domingos y festivos: De 10 a 14 h. ";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Podología     Voluntariado         Talleres manuales      Manualidades   Corte y confección     Ganchillo         Talleres culturales      Inglés         Talleres de ejercicio físico      Gimnasia   Baile de salón     Taichí   Terapia ocupacional     Yoga        Actividades de turismo      Excursiones quincenales         Actividades culturales      Jornadas / conferencias   Visitas a museos, exposiciones      Actividades de ocio      Baile   Fiestas     Zona wifi";"Bus: 72, 78";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=57fd66051361c010VgnVCM1000000b205a0aRCRD";"BARRANQUILLA";"AVENIDA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28033";"PINAR DEL REY";"HORTALEZA";"445868";"4480641";"40.47280872386733";"-3.6398851240592336";"917 632 119";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
22753;"Centro Municipal de Mayores 'Campamento'";"";" Lunes a viernes: de 9 a 21 horas  Fines de semana y festivos: de 10 a 14 horas y de 16 a 21 horas ";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Voluntariado     Podología         Talleres manuales      Manualidades   Labores     Marquetería         Talleres culturales      Teatro   Rondalla      Talleres de ejercicio físico      Gimnasia   Salud y cuidados personales     Taichí   Yoga     Baile de salón   Terapia ocupacional     Otros bailes / sevillanas   Caminar / senderismo     Otros        Actividades de turismo      Excursiones de un día         Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Baile   Fiestas     Zona wifi";"Bus. 33, 39, 65, 131 ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4eb1e35bba51c010VgnVCM2000000c205a0aRCRD";"BOADILLA DEL MONTE";"CARRETERA";"V";"13";"";"";"";"";"MADRID";"MADRID";"28024";"CAMPAMENTO";"LATINA";"434963";"4472501";"40.39869732367937";"-3.7676853284742142";"915 120 171";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
91398;"Centro Municipal de Mayores 'Canal de Panamá'";"";"Lunes a domingo: de 9 a 21 horas ";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Podología     Comedor   Voluntariado      Talleres manuales      Manualidades         Talleres culturales      Literatura   Otros     Actividades de turismo      Excursiones trimestrales         Actividades culturales      Jornadas / conferencias   Visitas a museos, exposiciones     Otras         Actividades de ocio      Baile   Otras      Otras actividades      Memoria        ";" Metro: Barrio Concepción  Bus: 21, 53 ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4d6fdef5ab41c010VgnVCM2000000c205a0aRCRD";"CANAL DE PANAMA";"CALLE";"NUM";"8";"";"";"";"";"MADRID";"MADRID";"28027";"SAN PASCUAL";"CIUDAD LINEAL";"444886";"4477040";"40.44030437921839";"-3.651155675752811";"914 050 866";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
5428003;"Centro Municipal de Mayores 'Canillejas'";"";"Lunes a viernes: de 9:30 a 14:00 y de 16:00 a 20:30 h.";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Voluntariado     Podología         Talleres manuales      Manualidades   Labores     Pintura al óleo   Bisutería     Encaje de bolillos   Patch work      Talleres culturales      Cultura general   Informática      Talleres de ejercicio físico      Taichí   Baile / sevillanas     Yoga   Baile de salón     Actividades de Turismo      Excursiones quincenales         Actividades Culturales      Jornadas / conferencias   Visitas a museos, exposiciones      Actividades de Ocio      Baile   Fiestas     ";" Bus: 28, 48 ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ec8e690f8c404210VgnVCM1000000b205a0aRCRD";"ESFINGE";"CALLE";"V";"35";"";"";"";"";"MADRID";"MADRID";"28022";"CANILLEJAS";"SAN BLAS-CANILLEJAS";"448438";"4477377";"40.443568591619034";"-3.609303167769948";"917 431 928";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
4609703;"Centro Municipal de Mayores 'Carmen Laforet'";"";" Lunes a viernes: de 9 a 21 horas ";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Voluntariado     Podología         Talleres manuales      Manualidades   Marquetería     Pintura al óleo   Otros      Talleres culturales      Comunicación   Teatro     Ortografía   Otros     Inglés         Talleres de Ejercicio Físico      Gimnasia   Salud y cuidados personales     Baile / sevillanas   Taichí     Baile de salón        Actividades de turismo      Excursiones trimestrales         Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Baile   Otras      Otras Actividades      Acercándonos al arte   Cuentos     Teatro   Renueva tus emociones     La alegría de vivir   Meditación     Mente activa   Memoria     Bordado con cintas   Ajedrez     ";" Metro: Pinar de Chamartín  Bus: 29, 125, 129, 150 ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2e18c23181b83110VgnVCM1000000b205a0aRCRD";"JAZMIN";"CALLE";"V";"46";"";"";"";"";"MADRID";"MADRID";"28033";"COSTILLARES";"CIUDAD LINEAL";"443626";"4481362";"40.47915437322779";"-3.6663962284045155";"913 831 456";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
11707;"Centro Municipal de Mayores 'Casa del Bulevar'";"";" Lunes a viernes: de 08:30 a 21:00 horas  Fines de semana y festivos: de 10:00 a 20:00 horas  Las actividades que se desarrollan están sujetas a diferentes horarios según la programación del centro ";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Voluntariado     Podología         Talleres manuales      Manualidades   Corte y confección     Pintura al óleo   Marquetería     Pintura en tela   Variedades      Talleres culturales      Alfabetización   Inglés     Cultura general   Informática      Talleres de ejercicio físico      Gimnasia   Salud y cuidados personales     Baile / sevillanas   Relajación     Baile de salón        Actividades de turismo      Excursiones quincenales   Excursiones diarias     Excursiones semanales         Actividades culturales      Jornadas / conferencias   Visitas a museos, exposiciones              Actividades de ocio      Baile   Comidas     Fiestas        ";" Metro: Puente Vallecas, Nueva Numancia  Bus: 10, 24, 111 ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f34e66051361c010VgnVCM1000000b205a0aRCRD";"PEÑA GORBEA";"CALLE";"NUM";"22";"";"";"";"";"MADRID";"MADRID";"28053";"SAN DIEGO";"PUENTE DE VALLECAS";"443555";"4472043";"40.395199245245";"-3.666404419309755";"917 570 520";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
11688;"Centro Municipal de Mayores 'Casa del Reloj'";"";" De lunes a viernes de 9 a 20:30 horas.  Fines de Semana y Festivos de 10 a 14 horas y de 16 a 20:30 horas. ";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Fisioterapia preventiva     Podología   Voluntariado      Talleres manuales      Manualidades   Encaje de bolillos     Pintura    Ganchillo     Arte en el reciclado   Marquetería     Dibujo   Abalorios     Punto de cruz   Decoración de cristal     Corte y confección   Encuadernación     Estaño   Electricidad     Muñecos de trapo   Patchwork     Prendas de punto   Arreglos de ropa     Lagartera   Retrato      Talleres culturales      Lecturas compartidas   Zarzuela en play back     Inglés   Francés     Historia   Rondalla     Historia de la música   Neolectura     Informática   Cálculo mental     Gimnasia mental   Memoria      Talleres de ejercicio físico      Gimnasia de mantenimiento   Movilidad articular     Taichí   Yoguilates     Baile de salón   Reflexología podal     Baile / sevillanas        Actividades de turismo      Excursiones mensuales         Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Baile   Comidas     Fiestas   Otras      Zona wifi ";" Metro: Legazpi  Bus: 6, 8, 18, 19, 22, 45, 47, 76, 78, 79, 85, 86, 88, 123, 148, 247 ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4a6e66051361c010VgnVCM1000000b205a0aRCRD";"CHOPERA";"PASEO";"V";"10";"";"";"";"";"MADRID";"MADRID";"28045";"CHOPERA";"ARGANZUELA";"440824";"4471863";"40.3933877847248";"-3.698565632659468";"915 886 216";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
11692;"Centro Municipal de Mayores 'Castilla'";"";" De lunes a viernes: de 9 a 21 horas.  Fines de semana y festivos: de 10 a 14 horas y de 16 a 21 horas. ";"      Servicios      Animación sociocultural   Peluquería     Podología   Biblioteca     Cafetería   Voluntariado      Talleres manuales      Manualidades   Marquetería     Telares   Labores     Pintura al óleo   Otros      Talleres culturales      Tertulias literarias   Cultura general     Historia del arte         Talleres de ejercicio físico      Gimnasia   Petanca     Taichí   Parchís     Baile de salón   Otros     Actividades de turismo      Excursiones quincenales         Actividades culturales      Jornadas / conferencias   Visitas a museos, exposiciones      Actividades de ocio      Baile        ";" Metro: Begoña  Bus: 129, 134 ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e6be66051361c010VgnVCM1000000b205a0aRCRD";"CASTELLANA";"PASEO";"V";"304";"";"";"";"";"MADRID";"MADRID";"28046";"CASTILLA";"CHAMARTIN";"442075";"4481594";"40.48113737550971";"-3.684714882272384";"917 339 830";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
168132;"Centro Municipal de Mayores 'Castillo de Uclés'";"";" Lunes a domingo: de 9:30 a 14:00 y de 16:00 a 20:30 h. ";"     Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Podología   Voluntariado      Talleres manuales      Manualidades   Corte y confección     Pintura al óleo   Labores     Pintura en tela   Ganchillo      Talleres culturales      Alfabetización   Animación     Lectura   Teatro     Cultura general   Música coral     Solfeo   Rondalla     Inglés   Informática     Literatura   Ajedrez      Talleres de ejercicio físico      Yoga   Baile / sevillanas     Taichí   Baile de salón     Actividades de turismo      Excursiones quincenales         Actividades culturales      Jornadas / conferencias   Visitas a museos, exposiciones      Actividades de ocio      Baile   Fiestas    ";" Metro: Simancas  Bus: 28 ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=35f4085f5181c010VgnVCM1000000b205a0aRCRD";"CASTILLO DE UCLES";"CALLE";"NUM";"35";"BAJA";"";"";"SITUADO TAMBIEN EN LA 2ª PLANTA";"MADRID";"MADRID";"28037";"SIMANCAS";"SAN BLAS-CANILLEJAS";"447246";"4475997";"40.43106180744466";"-3.6232433423754538";"913 751 151";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
11699;"Centro Municipal de Mayores 'Cerro Bermejo'";"";" Lunes a viernes: de 9 a 21 horas   Fines de semana y festivos: de 10 a 14 horas y de 16 a 21 horas ";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Voluntariado     Podología         Talleres manuales      Manualidades   Marquetería     Pintura al óleo   Bisutería     Pintura en tela   Variedades      Talleres culturales      Cultura general   Música coral     Teatro   Informática      Talleres de ejercicio físico      Gimnasia   Salud y cuidados personales     Taichí   Bicicleta     Yoga   Terapia ocupacional     Actividades de turismo      Excursiones de un día         Actividades culturales      Jornadas / conferencias   Visitas a museos, exposiciones     Otros         Actividades de ocio      Baile   Fiestas     ";"Bus: 31, 33, 36, 39, 138";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=901b79262ef5d010VgnVCM1000000b205a0aRCRD";"PERICLES";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28011";"PUERTA DEL ANGEL";"LATINA";"438155";"4473653";"40.409318643289076";"-3.7301862433122794";"914 798 211";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
122364;"Centro Municipal de Mayores 'Ciudad Pegaso'";"";" Lunes a domingo: de 9:30 a 14:00 y de 16:00 a 20:30 h. ";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Podología   Voluntariado      Talleres manuales      Pintura al óleo   Bisutería     Pintura en tela   Corte y confección     Mondpost         Talleres culturales      Cultura general   Informática      Talleres de ejercicio físico      Taichí   Baile / sevillanas     Actividades de turismo      Excursiones quincenales         Actividades culturales      Jornadas / conferencias   Visitas a museos, exposiciones      Actividades de ocio      Baile   Fiestas     Otras        ";"Bus: 77 ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8d1e8899fc81c010VgnVCM1000000b205a0aRCRD";"QUINTA";"AVENIDA";"V";"5";"";"";"";"";"MADRID";"MADRID";"28022";"REJAS";"SAN BLAS-CANILLEJAS";"449551";"4477799";"40.447438655156404";"-3.5962132255605614";"917 462 884";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
11698;"Centro Municipal de Mayores 'Ciudad de Méjico'";"";" Lunes a viernes: de 9 a 21 horas   Fines de semana y festivos: de 10 a 14 horas y de 16 a 21 horas ";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Voluntariado     Podología         Talleres manuales      Manualidades   Labores     Pintura en tela         Talleres culturales      Rondalla         Talleres de ejercicio físico      Gimnasia   Baile / sevillanas     Taichí   Baile de salón     Yoga   Terapia ocupacional     Caminar / senderismo        Actividades de turismo      Excursiones de un día         Actividades culturales      Jornadas / conferencias   Visitas a museos, exposiciones     Otros         Actividades de ocio      Baile   Fiestas     Zona wifi";" Bus: 17, 34, 39, 139   Renfe: Aguuilas, Fanjul ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=830f66051361c010VgnVCM1000000b205a0aRCRD";"RAFAEL FINAT";"CALLE";"V";"47";"";"";"";"";"MADRID";"MADRID";"28044";"LAS AGUILAS";"LATINA";"434827";"4470404";"40.379796096543636";"-3.7690728792725787";"917 062 295";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
11696;"Centro Municipal de Mayores 'Dehesa de la Villa'";"";" Lunes a viernes: de 9 a 21 horas  Fines de semana y festivos: de 10 a 14 horas y de 16 a 21 horas ";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Fisioterapia preventiva     Podología   Voluntariado      Talleres manuales      Manualidades   Marquetería     Pintura al óleo   Mesa camilla     Pintura en tela         Talleres culturales      Cultura general   Informática     Teatro   Animación a la lectura     Rondalla   Animación sociocultural      Talleres de ejercicio físico      Gimnasia   Risoterapia     Taichí   Terapia ocupacional     Baile de salón        Actividades de turismo      Excursiones         Actividades culturales      Jornadas / conferencias   Visitas a museos, exposiciones      Actividades de ocio      Baile   Comidas     Fiestas        Zona wifi";" Bus: 82, 127, 64  Metro: Valdezarza, Antonio Machado ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d92f66051361c010VgnVCM1000000b205a0aRCRD";"ANTONIO MACHADO";"CALLE";"V";"22";"";"";"";"";"MADRID";"MADRID";"28035";"VALDEZARZA";"MONCLOA-ARAVACA";"439113";"4480061";"40.46711526748946";"-3.7195114936540987";"913 730 224";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
6166665;"Centro Municipal de Mayores 'Dos Amigos'";"";" Invierno: de 9 a 20,30 horas  Verano: de 9 a 20 horas ";" Ofrece actividades socioculturales, ocupacionales, artísticas y recreativas.  Biblioteca, bar-cafetería, comedor, talleres, sala polivalente, podología, peluquería, gimnasio y espacios preventivos.  Zona wifi ";" Bus: 138, 44, 1, 148, C1, C2  Metro: Plaza de España ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=04941bc268e32310VgnVCM1000000b205a0aRCRD";"DOS AMIGOS";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28015";"UNIVERSIDAD";"CENTRO";"439862";"4475348";"40.42471327582072";"-3.7102299982331006";"915 426 692";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
5912581;"Centro Municipal de Mayores 'Eduardo Minguito'";"";" Lunes a Viernes: de 9 a 21 horas  Fines de semana: de 10 a 20:30 horas ";"     Servicios      Animación sociocultural   Voluntariado      Cafetería / comedor    Biblioteca     Podología   Peluquería      Talleres culturales      Cultura general   Informática     Aula libre Internet   Alfabetización     Karaoke   Prevención de la dependencia      Talleres Manuales         Talleres manuales      Manualidades   Pintura en tela      Pintura al óleo   Bolillos      Talleres de ejercicio físico      Gimnasia   Terapia ocupacional     Sevillanas   Taichi     Senderismo   Baile en línea     Baile de salón        Actividades de turismo      Excursiones semanales         Actividades culturales      Jornadas / conferencias   Visitas a museos, exposiciones     Otras         Actividades de ocio      Fiestas   Comidas     Baile       Zona wifi";" Metro: Villaverde Bajo Cruce  Bus: 59, 79, 85, 123 ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=603ff860f205d210VgnVCM2000000c205a0aRCRD";"LEONOR GONGORA";"CALLE";"V";"62";"";"";"";"";"MADRID";"MADRID";"28021";"LOS ROSALES";"VILLAVERDE";"441806";"4466878";"40.34854935708132";"-3.686539661954902";"917 109 814";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
4997526;"Centro Municipal de Mayores 'El Almendro'";"";" Lunes a Viernes: de 10 a 21 horas  Fines de semana: de 10 a 20 horas ";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Voluntariado     Podología         Talleres manuales      Manualidades   Corte y confección     Pintura al óleo   Carnaval     Pintura en tela   Encuadernación      Talleres culturales      Cultura general   Literatura     Informática   Música coral     Memoria y humanidades         Talleres de ejercicio físico      Gimnasia   Salud y cuidados personales     Taichí   Relajación     Yoga   Terapia ocupacional     Baile / sevillanas   Caminar / senderismo     Baile de salón   Otros     Actividades de turismo      Excursiones trimestrales         Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Baile   Comidas     Fiestas         Otras actividades      Encuentros con otros colectivos   Participación en plataformas comunitarias     Zona wifi";" Metro: Valdebernardo  Bus: 8, 71, 130, N8 ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f4c02f0875e9c110VgnVCM1000000b205a0aRCRD";"LADERA DE LOS ALMENDROS";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28032";"CASCO H.VICALVARO";"VICALVARO";"447166";"4472783";"40.40210302381573";"-3.6239189412211457";"913 016 722";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
4724546;"Centro Municipal de Mayores 'El Henar'";"";" Lunes a viernes: De 9 a 14 y de 16 a 20.30 h.  Sábados: De 10 a 14 y de 16 a 20.30 h.  Domingos y festivos: De 10 a 14 h. ";"      Servicios      Animación sociocultural   Peluquería     Cafetería   Voluntariado     Podología   Fisioterapia preventiva      Talleres manuales      Manualidades   Marquetería     Pintura al óleo         Talleres culturales      Cultura general         Talleres de ejercicio físico      Gimnasia   Baile de salón     Baile / sevillanas   Terapia ocupacional     Actividades de turismo      Excursiones quincenales         Actividades culturales      Jornadas / conferencias   Visitas a museos, exposiciones      Actividades de ocio      Baile   Fiestas     ";" Bus: 9  Metro: Parque de Santa María, Hortaleza ";"  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f36b4e1e9b187110VgnVCM1000000b205a0aRCRD";"ABIZANDA";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28033";"PINAR DEL REY";"HORTALEZA";"445005";"4481162";"40.47744533418433";"-3.650110461954008";"913 821 494";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"; 
